"Compound","Neutral.mass..Da.","m.z","Charge","Retention.time..min.","Chromatographic.peak.width..min.","Identifications","Anova..p.","q.Value","Max.Fold.Change","Highest.Mean","Lowest.Mean","Isotope.Distribution","Maximum.Abundance","Minimum.CV.","X1A1B_N","X1A2B_N","X1A3B_N","X2A1B_N","X2A2B_N","X2A3B_N","X3A1B_N","X3A2B_N","X3A3B_N","X4A1B_N","X4A2B_N","X4A3B_N","X5A1B_N","X5A2B_N","X5A3B_N","X1F1B_N","X1F2B_N","X1F3B_N","X2F1B_N","X2F2B_N","X2F3B_N","X3F1B_N","X3F2B_N","X3F3B_N","X4F1B_N","X4F2B_N","X4F3B_N","X5F1B_N","X5F2B_N","X5F3B_N","X1P1B_N","X1P2B_N","X1P3B_N","X2P1B_N","X2P2B_N","X2P3B_N","X3P1B_N","X3P2B_N","X3P3B_N","X4P1B_N","X4P2B_N","X4P3B_N","X5P1B_N","X5P2B_N","X5P3B_N","AQC1_N","AQC2_N","AQC3_N","FQC1_N","FQC2_N","FQC3_N","PQC2_N","PQC3_N","PQC4_N","PQC5_N","PQC6_N","PQC7_N","X1A1B_N.1","X1A2B_N.1","X1A3B_N.1","X2A1B_N.1","X2A2B_N.1","X2A3B_N.1","X3A1B_N.1","X3A2B_N.1","X3A3B_N.1","X4A1B_N.1","X4A2B_N.1","X4A3B_N.1","X5A1B_N.1","X5A2B_N.1","X5A3B_N.1","X1F1B_N.1","X1F2B_N.1","X1F3B_N.1","X2F1B_N.1","X2F2B_N.1","X2F3B_N.1","X3F1B_N.1","X3F2B_N.1","X3F3B_N.1","X4F1B_N.1","X4F2B_N.1","X4F3B_N.1","X5F1B_N.1","X5F2B_N.1","X5F3B_N.1","X1P1B_N.1","X1P2B_N.1","X1P3B_N.1","X2P1B_N.1","X2P2B_N.1","X2P3B_N.1","X3P1B_N.1","X3P2B_N.1","X3P3B_N.1","X4P1B_N.1","X4P2B_N.1","X4P3B_N.1","X5P1B_N.1","X5P2B_N.1","X5P3B_N.1","AQC1_N.1","AQC2_N.1","AQC3_N.1","FQC1_N.1","FQC2_N.1","FQC3_N.1","PQC2_N.1","PQC3_N.1","PQC4_N.1","PQC5_N.1","PQC6_N.1","PQC7_N.1","Same.RT","X..500","Accepted.Compound.ID","Accepted.Description","Adducts","Formula","Score","Fragmentation.Score","Mass.Error..ppm.","Isotope.Similarity","Retention.Time.Error..mins.","Compound.Link","Retention_time_rounded"
"11.75_1061.2829m/z",NA,1061.28287913127,1,11.7479,0.1928,1,0,0,Inf,"CM4果皮","CM1海绵层","100 - 44.4 - 4.26",868.540442615646,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.77675310005,438.254870319932,514.253244754905,803.562278279007,673.252020953852,520.817275145483,476.39846070143,452.164556870532,767.140034926438,800.651741435089,966.079328756152,838.890257655697,484.173458264753,739.196157035915,679.029674849823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639.210784048829,734.644302089326,654.749780579345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.628380755896,527.131155277688,659.033292293655,1083.69462509082,876.354123690009,520.817275145483,480.976014601577,320.640866201033,712.768268215628,965.60949965213,1363.01634459005,1179.40173540649,767.626778308385,1234.22326519588,946.302126142233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.60633566393,1154.89306867066,984.943914151651,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11.75
"9.54_507.1139m/z",NA,507.113915179535,1,9.53653333333333,0.14925,17,0,0,Inf,"CM5果皮","CM1海绵层","100 - 21.1 - 1.04",856.926414753443,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.482287237159,443.088257782624,398.893362442087,750.31055089833,500.575925781646,459.453280282069,584.748250490013,574.654149241881,672.392249716842,612.717953329204,714.015438813155,706.759532817565,758.728064909414,1155.33072404304,656.720455307873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.007006342177,610.383333601507,595.118458492634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733.903563714259,532.944733835876,511.195619289843,1011.87864728903,651.586275459185,459.453280282069,590.366901378796,407.501210298739,624.735820805181,738.95583525694,1007.38591999997,993.638216576149,1202.91595942893,1929.03608201556,915.211788463264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.84283307332,959.549375396582,895.240168500673,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,9.54
"8.64_897.2668m/z",NA,897.266766942604,1,8.6443,0.114249999999998,1,0,0,Inf,"CM5果皮","CM1海绵层","100 - 42.6 - 13.5",856.245950951047,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.410871041159,732.365848705128,614.277337934833,413.250260622144,378.798754069098,401.213421499241,241.715411327724,202.057278305976,129.620208141338,878.215322870203,833.255624197847,691.139260241468,977.747705303673,741.885299445324,849.104848104145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.803860855173,582.60272854529,512.350189672177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130.36576109558,880.886630266161,787.217621919951,557.314720164232,493.072192649009,401.213421499241,244.037974087939,143.283722162244,120.433254785757,1059.15345538817,1175.6188143116,971.67756508968,1550.15792007803,1238.71328059102,1183.3204833888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984.493601435614,915.877045628754,770.731378917814,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,8.64
"7.95_901.2574m/z",NA,901.257359083862,1,7.95303333333333,0.092833333333334,5,0,0,Inf,"CM5果皮","CM1海绵层","100 - 41.1 - 12",856.105230272646,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.01478591694,786.395639532468,664.590852113713,669.099264314153,298.793316839478,648.880234055481,648.778836105733,357.07055618928,513.362511703655,605.407869833377,523.653100581149,370.713116280886,870.368620882187,861.873330067533,836.073739868218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.031663254503,602.756720500762,601.605033555803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.93319717296,945.873440423995,851.69612785913,902.356041329388,388.931257825723,648.880234055481,655.012735533485,253.207401358081,476.97746405443,730.139660006801,738.808619273877,521.188187238514,1379.9150882475,1439.0552568437,1165.16020868155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937.050488992185,947.560005054454,904.997961205091,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,7.95
"12.64_725.1721m/z",NA,725.17206458538,1,12.6394166666667,0.121400000000001,4,0,0,Inf,"CM1果皮","CM1海绵层","100 - 36.8 - 3.59",852.345695089871,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630.125685883428,1121.91992138899,804.991477997197,320.709781299179,437.517199895946,685.967675679942,721.187429421093,303.590095868944,328.246522794594,594.1439393,591.073962491292,593.933072130765,294.881693753253,333.74611517357,172.791581871241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.031351099084,514.97574515051,442.861989933798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898.867653814027,1349.44066647588,1031.62437850183,432.513416324526,569.504420901545,685.967675679942,728.117078869211,215.283108395745,304.981743812314,716.555029192234,833.930970011048,835.014698995143,467.516508172889,557.25021849099,240.803969782909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.947944791698,809.564461218017,666.199874719201,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,12.64
"6.28_437.2022m/z",NA,437.202164252573,1,6.27606666666667,0.114433333333333,5,0,0,Inf,"CM3果皮","CM1海绵层","100 - 12.1 - 0.689",838.713277805655,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.37579546794,228.067054397354,285.757102296706,702.311770424173,649.035195570274,693.620815294336,972.575004901519,727.522097170159,816.042731345286,192.708932256156,170.070924257395,204.560336946389,200.528076657639,218.941582683348,185.840118507703,0,0,26.0294440435577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.279559294077,371.488129249805,350.086446293699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.554493280513,274.318114884823,366.207594883817,947.146862563941,844.831730697395,693.620815294336,981.920153708923,515.903583933106,758.204940336226,232.412628393001,239.948669433623,287.59282181213,317.924741262684,365.563041006809,258.988532872673,0,0,10.6520385742164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.680202261165,583.995634817928,526.63708325164,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,6.28
"7.13_697.2342m/z",NA,697.234248815494,1,7.12503333333333,0.092833333333334,5,0,0,Inf,"CM1果皮","CM1海绵层","100 - 33.1 - 7.86",836.906734988389,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.13736018025,787.885942563531,867.696902221387,444.255768657943,503.802306764125,627.6792015,499.560205934814,714.935593508712,446.779461633833,576.444210584324,470.85207713917,652.499134722551,684.019183907389,589.784822227509,543.055981769219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.078590543056,610.963871121204,594.188381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219.84443715589,947.665970779458,1111.98354510433,599.129154856921,655.78596917059,627.6792015,504.360313319016,506.978188576202,415.113549866543,695.208636856281,664.313020599635,917.353139841629,1084.46969465402,984.753697816154,756.80791163674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.150781077148,960.462005843309,893.841047482351,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,7.13
"6.72_661.1380m/z",NA,661.138036536198,1,6.71846666666667,0.0856833333333338,3,0,0,Inf,"CM1果皮","CM1海绵层","100 - 26.2 - 49.1 - 7.07",834.643073328057,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813.595529790547,833.23572871151,857.097961482115,238.734724666522,258.108990708167,710.379636388015,494.269467129224,873.946757331961,335.480737311664,203.719650905148,268.188058238101,406.474052893376,375.594446122361,456.948503524943,247.94557020408,0,0,0,0,0,9.01799427908102,0,0,0,0,0,0,0,0,0,0,0,0,494.527653887115,457.611741886912,495.068610287451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160.58545366408,1002.21250701379,1098.40063652481,321.960780062671,335.973560165627,710.379636388015,499.018737569036,619.736865763985,311.703226616593,245.69187825313,378.379596707704,571.464740477309,595.481536019628,762.959153235322,345.539273086351,0,0,0,0,0,4.80094599966928,0,0,0,0,0,0,0,0,0,0,0,0,788.048346462117,719.3857318,744.734598244052,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,6.72
"5.36_401.1084m/z",NA,401.108406859256,1,5.35588333333333,0.121566666666666,15,0,0,Inf,"CM1果皮","CM1果肉","100 - 15.2 - 0.149",834.298205169099,1.42,459.294916718314,375.450789210911,381.758759166591,96.3079591915267,167.679849434652,134.850053028401,97.5095821502929,236.579088234112,153.742898905112,313.520856210173,327.601328266299,441.130239538575,394.084419361064,368.480218670308,308.08081970468,643.302314326583,887.975962992345,971.616338188368,188.961647514786,342.85611611974,263.471169612313,647.807564789512,865.933521683802,551.833599147526,540.566093331057,720.35383213156,1001.75321814214,541.337063216064,738.473364848465,623.00562696806,0,0,0,0,0,0,0,0,0,0,0,11.0230482093549,0,0,0,331.268450984656,304.278141772383,320.950948424583,601.695705768547,618.895707460326,608.553130252801,0,0,0,0,0,0,222.185585076356,163.759102872368,166.701475753049,46.8661656379665,73.2067873477795,59.6490080186863,52.8059326793011,113.614088832816,74.8179689131864,156.057769866299,138.348286244445,196.125769778217,185.617047699482,167.298746729855,142.742722034404,917.663975499077,1068.05383563511,1245.15989103339,254.836155572971,446.286623496775,263.471169612313,654.032131595167,614.05448579798,512.721877232357,651.93857441029,1016.32859523819,1408.37192128983,858.256103721084,1233.01643136001,868.226487345841,0,0,0,0,0,0,0,0,0,0,0,4.73087238162534,0,0,0,157.934691490764,147.201642977474,164.203444434524,958.824652731144,972.931200505039,915.450023595383,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5.36
"2.82_809.2558m/z",NA,809.255759649672,1,2.82346666666667,0.12155,0,0,0,Inf,"CM3果皮","CM1海绵层","100 - 27.6",827.411801833131,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.947090572686,395.822421141308,349.393319995729,758.033132469856,642.342837620721,649.832006430428,874.735122782292,764.302874957239,843.197407759863,591.588919497213,575.064781884789,515.488675439858,491.302025671983,491.963039672961,429.897247527617,0,0,0,0,0,0,0,0,25.66117976,0,0,0,0,0,0,0,0,0,540.83309416257,550.886160306676,541.76602491403,0,15.5228821878256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.946801535881,476.093579949749,447.759605468196,1022.29342205771,836.120467598635,649.832006430428,883.140160798142,541.9857265,783.435003689431,713.473600309106,811.344031049988,724.729167907068,778.928676707314,821.422329379549,599.108837839892,0,0,0,0,0,0,0,0,12.3645629882776,0,0,0,0,0,0,0,0,0,861.837800609817,866.01720908388,814.981791457875,0,8.62451148033381,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2.82
"10.19_651.1587m/z",NA,651.158685242537,1,10.18555,0.0785499999999999,12,0,0,Inf,"CM3果肉","CM1海绵层","100 - 18.3 - 0.367",810.237940764587,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.81037329943,211.983013393914,177.245596740071,263.433226574125,156.388945594606,263.350559998652,232.503006079217,259.102274881437,203.9526588,219.398134458297,187.737077650162,177.889421369762,310.655220727478,266.688279162629,244.955424827967,506.817242094971,868.632128642654,641.503276023954,871.227761532275,840.267884871025,642.21866751284,855.198831806627,799.931763448792,775.583227038343,301.77750265715,219.287523130347,136.379598321378,443.577392409698,293.495345317335,333.168240175916,0,0,0,192.829308662563,212.286892202347,221.201473418486,528.865069094156,471.251104120388,469.250039192344,550.424642383446,561.363964257084,515.713246813346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.219418929867,254.972296526917,227.146353193815,355.269503591094,203.567301851085,263.350559998652,234.737049910314,183.735714332935,189.497323598818,264.600589588628,264.873388453726,250.095993318904,492.524450031535,445.284888949413,341.372178433947,226.833769798272,366.757278597246,262.522612094921,464.50701808929,453.647978782694,341.900543212909,456.643887996662,390.577149152771,373.706421613738,140.374175786963,98.4745793343001,58.5314028263263,209.962731033666,136.948209014757,155.791870117219,0,0,0,307.280728684292,333.72430668402,332.754666755498,294.987244863978,261.827056884698,258.900920235997,282.946410179168,274.672395229445,252.51101922993,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10.19
"9.93_553.2284m/z",NA,553.228353132357,1,9.92898333333333,0.0857500000000009,12,0,0,Inf,"CM5果肉","CM1海绵层","100 - 17.1 - 1.72",808.868369455378,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606555107021942,0,0.0424760553038288,0.418681075448804,1.91249608595554e-05,0.00191932996293879,0.0655677604794376,0,0,0.198989490380581,0.0563914952975722,0.304824490513927,0.0795728035955136,2.13800022414959,0.209760153422228,645.050281761806,645.436345160134,441.166660774835,490.730331240918,485.561461348974,291.204991823689,421.836668278591,208.452440667909,246.723001715469,376.695368497015,403.758789979266,284.419912564484,1022.53209567858,582.196567672285,821.876445015273,0,0,0,0.388969935486031,0.00744089092975041,0.148670580766863,447.485162199136,437.624903919304,455.055859932855,439.888693039332,521.092186687884,482.786211967792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865244471336456,0,0.0544345317332345,0.564638788250305,2.48944493191952e-05,0.00191932996293879,0.0661977792189287,0,0,0.239987165828207,0.0795613025748376,0.428554903130221,0.126157710263394,3.5697826517667,0.29232371796899,288.702070428081,272.518675804204,180.538788318641,261.639599787069,262.147321683661,155.029976435307,225.244854340318,101.779631376297,118.880820119038,175.222809553202,181.314360380187,122.067352294956,484.004899825815,271.659426663312,384.31534862571,0,0,0,0.619838166933357,0.0116974069424665,0.223646021859137,249.595639471383,243.144344089151,251.069517432917,226.12528035614,254.967629142939,236.388805615201,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,9.93
"14.75_617.1324m/z",NA,617.132388544058,1,14.7515,0.0856999999999992,1,0,0,Inf,"CM5果肉","CM1海绵层","100 - 14",802.599954351144,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0326831229582,114.168036084975,546.964053424474,109.208842152638,246.773177662036,61.3981175191115,119.259791805957,161.739931385114,0,113.439018425411,332.548285024739,141.437297602058,144.282964421854,858.946220342346,926.292420183579,622.561222527507,0,0,0,0,0,0,324.042273108033,311.282991467697,314.267049196043,291.667133822552,236.431042448059,310.112625079305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7688601016876,51.0976420387197,230.94131693925,44.6915730243315,131.570500805219,33.1479191518578,63.4908165466865,86.3630168390036,0,54.6593688069008,154.687446906041,63.5146869494436,61.9233698844839,406.573232360662,432.218398,291.114114204917,0,0,0,0,0,0,180.742391489995,172.948792695944,173.391628004438,149.931820139781,115.684448719018,151.841853042775,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,14.75
"4.93_369.0822m/z",NA,369.082175809088,1,4.928,0.0928333333333331,12,0,0,Inf,"CM2果皮","CM1海绵层","100 - 15.3 - 0.13",798.027253664393,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.03606576481,544.189795511972,504.131143133286,756.218625981852,735.287161262012,902.575973749316,278.877043691919,514.909516285098,448.497123398578,445.166948566329,555.89668012436,770.732504497336,422.537491617188,553.876224940439,499.057363921803,0,0,0,29.3798900117762,13.9902041900289,14.4713342402873,0,0,0,0,0,0,0,0,0,0,0,0,538.048731860386,498.194664167406,519.288235182998,0,0,0,17.4605222081297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590.618086781586,654.549247539778,646.061469510493,1019.84635481552,957.103604316479,902.575973749316,281.556680181789,365.134840420679,416.709470748909,536.884405817093,784.300251914512,1083.57826907965,669.906802754248,924.797722977261,695.491024969692,0,0,0,15.6642909050092,7.5531005859375,7.70416259765739,0,0,0,0,0,0,0,0,0,0,0,0,857.400814950996,783.183865796437,781.168321250109,0,0,0,8.97560119628923,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4.93
"12.90_695.1612m/z",NA,695.161192255584,1,12.8964833333333,0.121400000000001,3,0,0,Inf,"CM1果皮","CM1海绵层","100 - 48.5 - 5.42 - 1.42",791.78525963051,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.029316743369,878.599638750868,933.726823397291,333.378218340337,453.941129954594,616.179580725674,979.355294017047,682.302067579101,494.478761766558,468.313270737432,534.515741514661,480.539005230913,200.615540308638,409.69253495261,163.007895257873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.394217047579,518.478801892253,466.711353720995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.155389960174,1056.77603140658,1196.60316935811,449.598236631431,590.883010770018,616.179580725674,988.765592360911,483.836962970896,459.432117537125,564.799549710198,754.134438486728,675.593179832175,318.063409418671,684.05666534197,227.169332319108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845.20305878147,815.07142008055,702.076611780195,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,12.9
"9.68_1193.3554m/z",NA,1193.35540157407,1,9.67888333333333,0.121616666666666,0,0,0,Inf,"CM2果皮","CM1海绵层","100 - 54.7 - 15.1",791.185213392344,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.454959078717,545.321777030796,704.314138069131,832.213713130746,856.978050597891,684.363876448394,471.319764831698,383.005430122165,424.439372150484,581.502331372348,493.35716053581,559.152877618577,640.550276730445,609.833174167368,707.753584199328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614.750931778788,580.810970914098,635.660408965069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875.08703761947,655.91079025426,902.602890608674,1122.33432582001,1115.50537566788,684.363876448394,475.848519237297,271.598450183776,394.356835097569,701.308878984712,696.064860839791,786.116977998739,1015.55245723995,1018.22809044859,986.33203572544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979.628644558885,913.060324035573,956.227661081929,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,9.68
"12.40_723.3076m/z",NA,723.307564526621,1,12.4042833333333,0.0858833333333333,1,0,0,Inf,"CM5果皮","CM1海绵层","100 - 31.1 - 4.26",789.344432929142,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.764468645498,258.225740982702,384.095437225641,98.29395081,20.458332517944,67.3753537979171,5.76231977962007,0,5.38104112204666,411.008917358004,353.076653149901,187.927996301113,1171.51303840092,376.700967448928,819.819292937581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.675482304236,299.270813206273,335.31708485874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725.747155718899,310.592859053181,492.231567095757,132.560510933069,26.6300634946784,67.3753537979171,5.81768798828779,0,4.99965480503969,495.688817626585,498.146720265806,264.20929668248,1857.36075380287,628.971205574968,1142.50785892507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.008396789233,470.466846124576,504.419446693752,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,12.4
"11.51_1149.3292m/z",NA,1149.3292441903,1,11.5058166666667,0.149249999999999,3,0,0,Inf,"CM5果皮","CM1海绵层","100 - 47.2 - 9.49",786.454493090434,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.003293034542,95.9700353539518,110.442774733589,159.509835322513,191.05829250882,68.0949168152918,91.9739441045202,55.7652799457022,34.2914628972984,429.141895528976,432.528528992293,259.193469791906,958.55449622044,672.761393598455,728.047589452408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.119448776168,361.390639289025,325.15937473013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723.234857260291,115.432363754996,141.536229834415,215.117055467492,248.695462165947,68.0949168152918,92.8576910543481,39.5445140359659,31.8610234260966,517.557721511677,610.243317468596,364.401928963713,1519.72828581686,1123.29826934486,1014.61395186287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565.896147980592,568.121937664747,489.139144096265,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11.51
"9.87_441.1761m/z",NA,441.176118205508,1,9.87186666666667,0.0928333333333349,18,0,0,Inf,"CM1果皮","CM1海绵层","100 - 19.4 - 1.64",782.113581410541,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746.762233862404,718.119963967435,881.458546401786,316.58028544158,321.34220328319,387.803904469044,369.402951399973,622.200771137321,674.750427094975,783.302262571042,322.050146487015,402.685754596349,263.465841566493,270.835377978392,155.049650367393,3.48445149035693,0,0.567299337489963,0,0,0,23.0564375288633,0,0,4.36467824722519,0,0,0,0.000201250784692174,4.66677972367166,0,0,0,457.144098289641,423.470727973089,424.017768310081,0.235424542145912,0.027642850027242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.24846097608,863.751738703516,1129.61956736396,426.944324063501,418.282539373408,387.803904469044,372.952421140949,441.217674355545,626.926860158405,944.685518927239,454.372224281616,566.138745157925,417.708636654356,452.209229387011,216.078647568272,1.55951929332499,0,0.232156108135015,0,0,0,12.3112671404034,0,0,2.0302643707195,0,0,0,9.39058658549014e-05,2.18221983041373,0,0,0,728.476249852554,665.714560271064,637.852402210265,0.131313715197594,0.0153583641571457,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,9.87
"12.02_1149.3290m/z",NA,1149.32898537707,1,12.0193,0.14925,3,0,0,Inf,"CM5果皮","CM1海绵层","100 - 49.8 - 8.11",778.783137539223,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.067966395296,189.988805482029,190.656702594728,195.320942885989,143.247905417588,82.1228032111809,77.2595314994298,30.9284698037017,62.9496525472273,493.935754801138,428.098048911764,277.660642687974,897.565475773263,566.931170462722,871.852766381685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.180907088575,337.106681669949,331.789006800967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.266250689604,228.517753722759,244.333148483566,263.412384695991,186.461961814541,82.1228032111809,78.0018925667138,21.932128906271,58.4880371093724,595.701017522224,603.992467683914,390.365057707799,1423.03400305745,946.595343725287,1215.02219574195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591.490683625613,529.946491051465,499.112138291784,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,12.02
"6.71_783.1986m/z",NA,783.198607741117,1,6.71131666666667,0.0785499999999999,2,0,0,Inf,"CM4果肉","CM3海绵层","100 - 23.9",772.948628567862,10.3,0,13.0072800456894,0,9.80779746185095,0,0,0,0,0,0,0,0,0,9.89707303046623,0,94.0598795139528,115.428780479901,42.871380601325,138.477492502605,76.6383735010742,119.550136085422,77.1784128857427,33.9032863183902,46.8645663653219,48.6377400446425,75.0162524163015,108.261328911156,103.110451613142,102.69260554324,70.3478788531055,415.926412978661,792.912246464425,842.566985456054,466.945885314531,646.256909523612,702.573639829268,363.203385007699,739.66209180681,332.614852770961,1003.3275598677,952.9842255,362.534100309886,273.443575601727,509.362357295208,338.135670975473,0,0,10.2724709006298,108.141677187284,91.3076521647339,84.335679699861,482.93908085937,474.584400138125,511.610528599537,551.920819825106,605.082257353641,470.553340534774,0,5.67334141331418,0,4.77275050005602,0,0,0,0,0,0,0,0,0,4.49350556799447,0,134.175427396207,138.837262349752,54.9411547540771,186.752562156759,99.7581181492883,119.550136085422,77.919994511326,24.0416435278073,43.5429964388314,58.658542032941,105.838490804849,152.205366589958,163.475181116678,171.46409883039,98.0374640372129,186.154195987167,334.786531709508,344.803984880363,248.958596561528,348.904374495685,374.031963341979,193.936894783979,361.149693454788,160.266883129064,466.705695489775,427.952851038927,155.59240329711,129.431663784888,237.674169911251,158.11467655739,0,0,5.25555419922114,172.327814675724,143.539634489428,126.866654911624,269.370917508043,263.679035752055,282.272617142077,283.715521885859,296.063522991032,230.399169217945,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,6.71
